Entity_VI,Entity_EN
áo choàng,cloak
cung đường,road
người lái xe điều khiển xe đạp,The driver controls the bicycle
trang hoàng,decorate
đồ gốm bát tràng,Bat Trang ceramics
bách khoa,Encyclopedia
hố,pit
quan điểm,opinion
dâu tây,strawberry
tác phẩm chạm khắc,carved works
đồ lụa,silk items
lẩu nướng,Grilled hotpot
bữa trưa nấu,cooked lunch
chủ nhật,Sunday
gas,gas
thách thức,challenge
chải,brush
loại da,skin type
quần áo thời trang,clothing fashion
đi bộ đường dài,Long walk
câu chuyện lịch sử,historical story
áo khoác sáng,bright coat
chuyển tiền,transfer money
sông đã,river has
tour du lịch sinh,birth tour
món tráng miệng quán,dessert shop
sưu tập đồ gốm,ceramic collection
chế trà,tea making
thịt rắn-,snake meat-
khu giải trí,entertainment centre
thợ may la,tailor
keo dán,glue
địa điểm - lịch sử,location - history
siêu,super
cầu trượt ván chèo,paddle board slide
thung lũng bắc,north valley
nhà hàng quầy bar,bar restaurant
ngựa,horse
đồ sộ,giant
bia hơi,fresh beer
địa điểm ẩn giấu,hidden location
ớt,chilli
hướng dẫn viên lái xe,driving tour guide
người đóng khung,framer
dấu ấn,imprint
chuyên gia du lịch,Travel expert
thị trấn sa đéc,Sa Dec town
khóa học nấu ăn,cooking course
trung tâm hoàn kiếm,Hoan Kiem center
phòng gội,shampoo room
cocktail hurricane,cocktail hurricane
nhà máy mì trang trại,farm noodle factory
hung hăng,rampage
quạt,fan
áo khoác nam,men&#39;s jackets
chổi,broom
nghệ sĩ biểu diễn,performers
câu chuyện xa,distant story
bản địa,native
sốt chuối,banana sauce
chùa thiên mụ,Thien Mu Pagoda
miss long,miss long
núi fansipan,fansipan mountain
tào,shit
dầu thơm,perfume
váy quấn,wrap dress
chủ tiệm may sen,Tailor shop owner
lồng thêu,embroidery cage
mường,Muong
tour thi,tour thi
vùng rượu vang,wine region
con người người,human human
trang trại vịt,duck farm
tin du lịch,travel news
vùng xa xôi,remote areas
chóng mặt,dizzy
để đảm,to ensure
đỡ điện,support electricity
phong cảnh địa phương,local landscape
vùng quê việt nam,Vietnam countryside
golf resort,golf resort
tôi trong,I&#39;m in
miếng mực,piece of squid
dép da,leather sandals
bãi biển du lịch,tourist beach
hồ xanh,blue lake
chợ huế,Hue market
dịch vụ dọn dẹp,cleaning service
siêm,siem
cặp vợ chồng già,old couple
nhiệt độ,temperature
họ lắng nghe,they listen
áo thi,exam shirt
nguồn cung cấp,supply
người mỹ,American
hoạt động cat cat,cat cat activity
ẩm thực bằng xe,Food by car
thảo nguyên,Meadow
và ở,and stay
bữa sáng muộn,brunch
rừng tự nhiên,natural forest
tom,tom
được,Okay
chương trình giải trí,Entertainment show
đàn nga,Russian instrument
đôi bốt nữ,women&#39;s boots
trưng bày trang nhã,Elegant display
lễ kỷ niệm,celebration
cảnh báo,warning
hồng hoài,forever pink
chuyến đi bộ xuyên rừng quốc gia,national forest hike
long -,long -
thời trung cổ,medieval times
lễ tiếp,next ceremony
bánh na,Na cake
dịch vụ mát-xa chân mà anh,foot massage service
túi da ví,leather bag and wallet
phong tục thờ,worship customs
quang cảnh ngoạn,Breathtaking views
my suit,my suit
mint,mint
sản phẩm gốm sứ,Ceramic products
đôi giày lười,loafers
hai cổng,two ports
con ngựa trắng khổng lồ,giant white horse
bốn tảng đá,four rocks
cây đàn guitar,guitar
hoang vắng,solitary
mẫu vật,sample
gò đất,mound
dịch vụ mát-xa đó,that massage service
vỏ chống nước,waterproof case
mưa,rain
xế ô,driver
chim cây cối,birds and trees
lâu đài khổng lồ,giant castle
làng thôn,village
mình -,me -
giày thủ công,handmade shoes
chuyến đi đông,winter trip
công việc,job
trái xoài,mango
ký túc xá ấm,Warm dormitory
mùi hoa,flower smell
cánh rừng cây,forest of trees
người hâm mộ,fan
hương bùi,fragrant
nhân viên địa phương,local staff
kính thưa quý,Dear sir
thử rượu vang,Try wine
núi hồ,lake mountains
mật khẩu wifi,WIFI password
giá cả đắt đỏ,expensive price
hồ ngọc,jade lake
váy thời trang,Dress Fashion
dẫn viên của,tour guide of
làng hoa thương mại,commercial flower village
vùng đất nông nghiệp,agricultural land
bãi thuyền,boat yard
thác,waterfall
tổ chức từ,word organization
đi trekking,go trekking
lại xe đạp,bicycle again
top hang động,top cave
cánh buồm,sail
bộ đồ công sở,office suit
xe buýt xe lửa máy,bus train machine
người leo núi,climbing mountant man
ngã,fall
hổ,tiger
kẹt xe,traffic jam
buffet-dinner,buffet-dinner
cắt vải,cut fabric
dãy núi lai châu,Lai Chau mountain range
tràng an hang mia,Trang An Hang Mia
nhà thờ bán đồ thủ công,The church sells handicrafts
đền bạch,white temple
dầu dừa ấn độ,Indian coconut oil
sản phẩm da,leather products
quãng đường,distance
chắn khuyên,Definitely advise
thứ tào lao,crap
phong nha cố đô huế,"Phong Nha, Hue Ancient Capital"
đôi giày thủ công,handmade shoes
điệu nhảy truyền thống địa phương,local traditional dance
ga tàu leo ​​núi,funicular train station
thái cực,extreme
bộ lọc,filter
đôi dép da quai,strappy leather sandals
phép thuật,Magic
dự án nghệ thuật,art project
người tốt xe đạp,good people bike
phòng giam,cell room
kem bơ,butter cream
áo crop top,crop-top shirt
văn học,literature
kênh dừng chân,stop channel
khu mua sắm,shopping
chuyến tham quan thouen,thouen tour
asia,asia
trang trại nấm địa phương,local mushroom farm
bạn chụp,you take the photo
quán cà phê địa phương,local coffee shop
kinh nghiệm may đo,Tailoring experience
vực ăn,dining area
thiên nhiên thuần,pure nature
rào cản,barriers
kim mũi chỉ,needle and thread
áo có,shirt yes
giày da theo,leather shoes follow
cúng dường,offering
dầu trong,clear oil
tấm thiệp,Card
cây sáo truyền,traditional flute
đèo mimosa,mimosa pass
áo chính hãng,genuine shirt
hoàng su phì,Hoang Su Phi
chuyến đi tự phát,spontaneous trip
khu vườn có,the garden has
lịch sử văn hóa di sản,cultural history and heritage
chuyên môn lịch sử,historical expertise
vết nước,water stains
mát-xa tốt,good massage
hang trinh nữ,virgin cave
người hồi giáo,muslims
mọi thứ,everything
bánh hấp,pancake
nền văn hóa hồi giáo,Islamic culture
an ninh,security
tour bạch mã,white horse tour
khách sạn xe hơi,car hotel
quận,district
khoảng thời gian,Period
bếp trưởng,Chef
tượng đài tưởng niệm,memorial monument
kim bộ,kim set
điện tử,electronic
cá ăn,fish eat
thứ hạng,places
xe buýt chỗ ở ăn uống,bus accommodation and food
khu phố pháp chợ,French Market Quarter
cây ca cao,cacao tree
người dân tộc hmong,Hmong ethnic people
quan trị,administration
nóng salad chay,Hot vegetarian salad
bánh tráng trứng cút,quail egg rice paper
bungalow,bungalow
thanh niên,youth
cửa ngọ,noon gate
chuyến đi bằng xe máy,motorbike trip
trong tàu,in the ship
táo bạo,reckless
hầm rượu,wine cellar
ngôi nhà mì,noodle house
con hẻm,alley
bánh cuốn kiểu,Banh cuon style
thủy quân,navy
nghi lễ tôn giáo,religious ceremonies
cánh đồng thực vật,plant field
bày đồ gốm,display ceramics
chuyến đi trọn đời,trip of a lifetime
cảnh quan ven biển,coastal landscape
vận chuyển xe hơi,car transport
nhà máy mì trang trại cacao,cocoa farm noodle factory
trang trại -,farm -
the cacao,the cacao
điểm đến thiên nhiên,natural destination
cây ăn quả,fruit tree
chứng nhận,certification
bộ kimono,kimono
du lịch ven,coastal tourism
bộ đồ lụa giày,silk suit and shoes
phi đạo,airstrip
banh xeo,banh xeo
điều tầm,things
đồ sản xuất,production items
nữ nông dân,female farmer
chợ nổi cay,spicy floating market
túi rác,garbage bag
khói,smoke
đường sắt nội,domestic railway
và lưng,and back
hưởng tuần trăng,enjoy the moon
chuyến đi bộ xuyên,trekking trip
trái cây tươi,fresh fruit
tránh nhà vệ sinh,Avoid the restroom
giò chiên,fried sausage
trải nghiệm sống,life experience
trạm dừng,stop
người lái xe phóng,the driver launches
đồ uống an toàn,safe drinks
khiêu vũ trực quan,Visual dance
rung cảm mát mẻ,Cool vibe
nhóm nhi,pediatric group
nhà tù,prison
đới bữa tối,dinner area
con tằm,silkworm
canh hành,onion soup
tour phong nha,decent tour
giường ngủ,bed
thuyền thủy thủ đoàn,crew boat
toilet break,toilet break
múa cột,pole dancing
cà phê thạch,coffee jelly
chuyến đi leo núi,mountain climbing trip
xèo chay,vegetarian sizzle
cua hàng,shop crab
chặng đường ken,hard journey
giáo viên đầu bếp,chef teacher
ngày du lịch,travel day
chuyến đi qua biên giới,trip across the border
bữa sáng bữa tối,breakfast dinner
kỹ năng mềm,soft skills
burger gà,chicken burger
hoàng đế triều nguyễn,emperor of the Nguyen Dynasty
cánh rừng nguyên sinh,primeval forest
hơi đau,a bit painful
nhà hàng choi ơi,choi restaurant
chuyến tham quan dừa,coconut tour
trang trại hoa cà phê địa phương,local coffee flower farm
nhân viên quầy bar,bar staff
lớp học nấu ăn du lịch,Travel cooking class
đêm hát,singing night
cô gái làng địa phương,local village girl
chuyến đi trải nghiệm,experiential trip
trẻ hóa,rejuvenation
mọi người,everybody
trang phục lịch sự,formal clothes
chuyến thăm ngũ hành sơn,visit to the Five Elements Mountains
rất thư,very letter
khoai lang nướng,grilled sweet Potato
ga 2 món,ga 2 world
ẩm thực hà,culinary ha
núi lửa,volcano
đường cao tốc,freeway
thiết kế kiểu pháp,French design
răng,tooth
trà po-er,Po-er tea
địa danh địa,place name
tân phước hưng,Tan Phuoc Hung
phẩm đều đóng,all products are closed
chuyến đi buổi,session trip
đạp xe xuyên,cycle through
đồ ăn thì tầm,Food is mediocre
kỳ nghỉ mơ ước,dream vacation
trăn thử trà hoa,python try flower tea
buổi biểu diễn âm nhạc,music performance
rượu cacao,cocoa liquor
áo khoác may,tailor made jacket
phòng trực tuyến,online room
tra,Between
đồ chơi,toy
thang máy,elevator
bức thư,Letters
nước rửa,washing water
chăn điện,electric blanket
địa điểm biểu diễn,performance venue
vé điện,electric ticket
ngày,day
loài voọc quý,precious langur species
lịch,calendar
tết nguyên đán,Lunar New Year
nghệ thuật truyền,transmission art
cốc mẫu,sample cup
tháp cờ,flag tower
tiếc nuối,regret
người dân tộc thái,Thai people
tiêu chuẩn,standard
nhân viên mát-xa đã làm,the masseuse did
ngư dân địa phương,local fishermen
coc,coc
áo ghi lê quần tây,waistcoat and trousers
cánh xòe rộng,wings spread wide
quần cổ áo,collar pants
thủng lỗ,holes
chiếc ghế nhựa,plastic chair
ki-ốt nhỏ chỉ,Small kiosk only
vụ đánh bom,bombing
khăn quàng cổ,scarf
trí nguyễn,Tri Nguyen
rối,tangled
thuyền du,yacht
tín đồ phật giáo,Buddhists
chuyến du lịch đêm,night tour
nhạc rock,rock&#39;n&#39;roll
khu phức hợp hoàng gia,royal complex
mặt sau,backside
kẻ thù,enemy
hàng bách hóa,grocery
chuyến đi mai châu,Mai Chau trip
dưa,melon
đền ngọc sơn,Ngoc Son Temple
cánh đồng lúa xanh,Green rice paddies
xanh với rượu,green with wine
làng đường,sugar village
nam,nam
rồng,dragon
dịch vụ thuyền đồ ăn,food boat service
tán,spread
rất ngon,very delicious
cầu cảng,wharves
xe golf,golf cart
người già,old person
đám rước hoàng gia,royal procession
chuyên gia tư vấn du lịch,travel consultant
thẩm mỹ viện,beauty salon
áo đấu,top
kiểu vest,vest style
khi đặt,when placed
mát-xa tối thư,ultimate massage
lặn nước,water diving
bia tự làm,homemade beer
văn hóa chăm,care culture
chùa phật,Buddhist temple
ăn mì gà trứng,Eat chicken and egg noodles
đồ ăn nhân viên,staff food
chủ lái xe,driver owner
loại gốm,ceramic type
--rau xanh,--green vegetables
bộ áo giáp,suit of armor
dịch vụ mát-xa trong một,massage service in one
hàu cá chiên,Fried oysters and fish
đại lý dịch vụ,service agent
bốt da,leather boots
trinh thu sam,virgin collection
tour bạch,white tour
châu á,Asia
khu bách hóa vĩnh,Vinh department store
quỹ xe đạp,bicycle fund
chuyến thăm thành phố,city ​​visit
chợ mua,buy market
trang trại nấm,mushroom farm
cà phê phở,pho coffee
đèn treo,hanging light
hóa việt,become Vietnamese
phòng nhập cư,immigration office
